Tipo de instancia,Familia de instancias,Tamaño de instancia,Zonas de disponibilidad,Elegible para la capa gratuita,Prueba gratuita disponible,Sin sistema operativo,Hipervisor,CPU virtuales,Arquitectura,Núcleos,Núcleos válidos,Subprocesos por núcleo,Subprocesos válidos por núcleo,Velocidad de reloj constante (GHz),Memoria (GiB),Almacenamiento (GB),Almacenamiento local de la instancia,Tipo de almacenamiento,Recuento de discos de almacenamiento,Compatibilidad con el cifrado de EBS,Compatibilidad con la optimización de EBS,Rendimiento de la red,Compatibilidad con ENA,Cantidad máxima de interfaces de red,Direcciones IPv4 por interfaz,Direcciones IPv6 por interfaz,Compatibilidad con IPv6,Estrategias de grupos de ubicación admitidas,GPU,FPGA,Compatibilidad con la recuperación automática,Tipos de dispositivos raíz admitidas,Compatibilidad con los alojamientos dedicados,Compatibilidad con la hibernación bajo demanda,Compatibilidad con el rendimiento ampliable en ráfagas,Generación actual,Compatibilidad con ENA Express,Bajo demanda Linux precios,Bajo demanda Windows precios,Bajo demanda SUSE precios,Bajo demanda RHEL precios
r7g.16xlarge,r7g,16xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,512,-,-,-,-,supported,default,30 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,4.0256 USD por hora,,4.1506 USD por hora,4.1556 USD por hora
r7g.metal,r7g,metal,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,verdadero,,64,arm64,64,-,1,-,2.6,512,-,-,-,-,supported,default,30 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,4.0256 USD por hora,,4.1506 USD por hora,4.1556 USD por hora
r7i.large,r7i,large,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.2,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.1554 USD por hora,0.2474 USD por hora,0.2117 USD por hora,0.2154 USD por hora
r7i.xlarge,r7i,xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.3108 USD por hora,0.4948 USD por hora,0.3671 USD por hora,0.3708 USD por hora
r7i.2xlarge,r7i,2xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,64,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.6216 USD por hora,0.9896 USD por hora,0.7466 USD por hora,0.7516 USD por hora
r7i.4xlarge,r7i,4xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.2,128,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,1.2432 USD por hora,1.9792 USD por hora,1.3682 USD por hora,1.3732 USD por hora
r7i.8xlarge,r7i,8xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.2,256,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.4864 USD por hora,3.9584 USD por hora,2.6114 USD por hora,2.6164 USD por hora
r7i.12xlarge,r7i,12xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.2,384,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,3.7296 USD por hora,5.9376 USD por hora,3.8546 USD por hora,3.8596 USD por hora
r7i.16xlarge,r7i,16xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.2,512,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,4.9728 USD por hora,7.9168 USD por hora,5.0978 USD por hora,5.1028 USD por hora
r7i.24xlarge,r7i,24xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,96,x86_64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",2,"1,2",3.2,768,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,true,7.4592 USD por hora,11.8752 USD por hora,7.5842 USD por hora,7.5892 USD por hora
r7i.48xlarge,r7i,48xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,192,x86_64,96,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96",2,"1,2",3.2,1536,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,true,14.9184 USD por hora,23.7504 USD por hora,15.0434 USD por hora,15.0484 USD por hora
r7i.metal-24xl,r7i,metal-24xl,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,verdadero,,96,x86_64,48,-,2,-,3.2,768,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,true,7.4592 USD por hora,11.8752 USD por hora,7.5842 USD por hora,7.5892 USD por hora
r7i.metal-48xl,r7i,metal-48xl,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,verdadero,,192,x86_64,96,-,2,-,3.2,1536,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,14.9184 USD por hora,23.7504 USD por hora,15.0434 USD por hora,15.0484 USD por hora
t3a.nano,t3a,nano,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",2.2,0.5,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,verdadero,verdadero,false,0.0053 USD por hora,0.0099 USD por hora,0.0053 USD por hora,
t3a.micro,t3a,micro,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",2.2,1,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,verdadero,verdadero,false,0.0106 USD por hora,0.0198 USD por hora,0.0106 USD por hora,0.0706 USD por hora
t3a.small,t3a,small,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",2.2,2,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,4,4,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,verdadero,verdadero,false,0.0212 USD por hora,0.0396 USD por hora,0.0522 USD por hora,0.0812 USD por hora
t3a.medium,t3a,medium,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",2.2,4,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,6,6,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,verdadero,verdadero,false,0.0425 USD por hora,0.0609 USD por hora,0.0988 USD por hora,0.1025 USD por hora
t3a.large,t3a,large,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",2.2,8,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,12,12,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,verdadero,verdadero,false,0.085 USD por hora,0.1126 USD por hora,0.1413 USD por hora,0.145 USD por hora
t3a.xlarge,t3a,xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",2.2,16,-,-,-,-,supported,default,Up to 5 Gigabit,required,4,15,15,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,verdadero,verdadero,false,0.1699 USD por hora,0.2435 USD por hora,0.2262 USD por hora,0.2299 USD por hora
t3a.2xlarge,t3a,2xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,32,-,-,-,-,supported,default,Up to 5 Gigabit,required,4,15,15,verdadero,"partition, spread",-,-,verdadero,ebs,-,verdadero,verdadero,verdadero,false,0.3398 USD por hora,0.487 USD por hora,0.4648 USD por hora,0.4698 USD por hora
t4g.nano,t4g,nano,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.5,0.5,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,verdadero,"partition, spread",-,-,verdadero,ebs,-,-,verdadero,verdadero,false,0.0047 USD por hora,,0.0047 USD por hora,
t4g.micro,t4g,micro,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.5,1,-,-,-,-,supported,default,Up to 5 Gigabit,required,2,2,2,verdadero,"partition, spread",-,-,verdadero,ebs,-,-,verdadero,verdadero,false,0.0094 USD por hora,,0.0094 USD por hora,0.0694 USD por hora
t4g.small,t4g,small,"eu-west-2b, eu-west-2c, eu-west-2a",falso,verdadero,falso,nitro,2,arm64,2,"1,2",1,1,2.5,2,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,4,4,verdadero,"partition, spread",-,-,verdadero,ebs,-,-,verdadero,verdadero,false,0.0188 USD por hora,,0.0501 USD por hora,0.0788 USD por hora
t4g.medium,t4g,medium,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.5,4,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,6,6,verdadero,"partition, spread",-,-,verdadero,ebs,-,-,verdadero,verdadero,false,0.0376 USD por hora,,0.0939 USD por hora,0.0976 USD por hora
t4g.large,t4g,large,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.5,8,-,-,-,-,supported,default,Up to 5 Gigabit,required,3,12,12,verdadero,"partition, spread",-,-,verdadero,ebs,-,-,verdadero,verdadero,false,0.0752 USD por hora,,0.1315 USD por hora,0.1352 USD por hora
t4g.xlarge,t4g,xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,-,-,-,-,supported,default,Up to 5 Gigabit,required,4,15,15,verdadero,"partition, spread",-,-,verdadero,ebs,-,-,verdadero,verdadero,false,0.1504 USD por hora,,0.2067 USD por hora,0.2104 USD por hora
t4g.2xlarge,t4g,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,-,-,-,-,supported,default,Up to 5 Gigabit,required,4,15,15,verdadero,"partition, spread",-,-,verdadero,ebs,-,-,verdadero,verdadero,false,0.3008 USD por hora,,0.4258 USD por hora,0.4308 USD por hora
u-6tb1.56xlarge,u-6tb1,56xlarge,"eu-west-2b, eu-west-2c",falso,falso,falso,nitro,224,x86_64,224,"8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224",1,1,2.1,6144,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,54.50589 USD por hora,64.80989 USD por hora,54.63089 USD por hora,54.63589 USD por hora
u-6tb1.112xlarge,u-6tb1,112xlarge,"eu-west-2c, eu-west-2b",falso,falso,falso,nitro,448,x86_64,224,"8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224",2,"1,2",2.1,6144,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,64.133 USD por hora,84.741 USD por hora,64.258 USD por hora,64.263 USD por hora
u-9tb1.112xlarge,u-9tb1,112xlarge,"eu-west-2b, eu-west-2c",falso,falso,falso,nitro,448,x86_64,224,"8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224",2,"1,2",2.1,9216,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,96.2 USD por hora,116.808 USD por hora,96.325 USD por hora,96.33 USD por hora
x1.16xlarge,x1,16xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,976,1920,verdadero,ssd,1,supported,default,10 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,"ebs, instance-store",verdadero,-,-,verdadero,false,8.403 USD por hora,11.347 USD por hora,8.503 USD por hora,8.533 USD por hora
x1.32xlarge,x1,32xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,xen,128,x86_64,64,"4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64",2,"1,2",2.3,1952,3840,verdadero,ssd,2,supported,default,25 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,"ebs, instance-store",verdadero,-,-,verdadero,false,16.806 USD por hora,22.694 USD por hora,16.906 USD por hora,16.936 USD por hora
x2idn.16xlarge,x2idn,16xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,1024,1900,verdadero,ssd,1,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,8.403 USD por hora,11.347 USD por hora,8.528 USD por hora,8.533 USD por hora
x2idn.24xlarge,x2idn,24xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,1536,2850,verdadero,ssd,2,supported,default,75 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,12.6045 USD por hora,17.0205 USD por hora,12.7295 USD por hora,12.7345 USD por hora
x2idn.32xlarge,x2idn,32xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,2048,3800,verdadero,ssd,2,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,16.806 USD por hora,22.694 USD por hora,16.931 USD por hora,16.936 USD por hora
x2idn.metal,x2idn,metal,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,verdadero,,128,x86_64,64,-,2,-,3.5,2048,3800,verdadero,ssd,2,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,16.806 USD por hora,22.694 USD por hora,16.931 USD por hora,16.936 USD por hora
x2iedn.xlarge,x2iedn,xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,128,118,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.05038 USD por hora,1.23438 USD por hora,1.10668 USD por hora,1.11038 USD por hora
x2iedn.2xlarge,x2iedn,2xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,256,237,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.10075 USD por hora,2.46875 USD por hora,2.22575 USD por hora,2.23075 USD por hora
x2iedn.4xlarge,x2iedn,4xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,512,475,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,4.2015 USD por hora,4.9375 USD por hora,4.3265 USD por hora,4.3315 USD por hora
x2iedn.8xlarge,x2iedn,8xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,1024,950,verdadero,ssd,1,supported,default,25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,8.403 USD por hora,9.875 USD por hora,8.528 USD por hora,8.533 USD por hora
x2iedn.16xlarge,x2iedn,16xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,2048,1900,verdadero,ssd,1,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,16.806 USD por hora,19.75 USD por hora,16.931 USD por hora,16.936 USD por hora
x2iedn.24xlarge,x2iedn,24xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,3072,2850,verdadero,ssd,2,supported,default,75 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,25.209 USD por hora,29.625 USD por hora,25.334 USD por hora,25.339 USD por hora
x2iedn.32xlarge,x2iedn,32xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,4096,3800,verdadero,ssd,2,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,33.612 USD por hora,39.5 USD por hora,33.737 USD por hora,33.742 USD por hora
x2iedn.metal,x2iedn,metal,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,verdadero,,128,x86_64,64,-,2,-,3.5,4096,3800,verdadero,ssd,2,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,33.612 USD por hora,39.5 USD por hora,33.737 USD por hora,33.742 USD por hora
z1d.large,z1d,large,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",4,16,75,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.22 USD por hora,0.312 USD por hora,0.276 USD por hora,0.28 USD por hora
z1d.xlarge,z1d,xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",4,32,150,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.439 USD por hora,0.623 USD por hora,0.496 USD por hora,0.499 USD por hora
z1d.2xlarge,z1d,2xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",4,64,300,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.879 USD por hora,1.247 USD por hora,1.004 USD por hora,1.009 USD por hora
z1d.3xlarge,z1d,3xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,12,x86_64,6,"2,4,6",2,"1,2",4,96,450,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,1.318 USD por hora,1.87 USD por hora,1.443 USD por hora,1.448 USD por hora
z1d.6xlarge,z1d,6xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",4,192,900,verdadero,ssd,1,supported,default,12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,2.636 USD por hora,3.74 USD por hora,2.761 USD por hora,2.766 USD por hora
z1d.12xlarge,z1d,12xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,48,x86_64,24,"4,6,8,10,12,14,16,18,20,22,24",2,"1,2",4,384,1800,verdadero,ssd,2,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,5.273 USD por hora,7.481 USD por hora,5.398 USD por hora,5.403 USD por hora
z1d.metal,z1d,metal,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,verdadero,,48,x86_64,24,-,2,-,4,384,1800,verdadero,ssd,2,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,5.273 USD por hora,7.481 USD por hora,5.398 USD por hora,5.403 USD por hora
