Tipo de instancia,Familia de instancias,Tamaño de instancia,Zonas de disponibilidad,Elegible para la capa gratuita,Prueba gratuita disponible,Sin sistema operativo,Hipervisor,CPU virtuales,Arquitectura,Núcleos,Núcleos válidos,Subprocesos por núcleo,Subprocesos válidos por núcleo,Velocidad de reloj constante (GHz),Memoria (GiB),Almacenamiento (GB),Almacenamiento local de la instancia,Tipo de almacenamiento,Recuento de discos de almacenamiento,Compatibilidad con el cifrado de EBS,Compatibilidad con la optimización de EBS,Rendimiento de la red,Compatibilidad con ENA,Cantidad máxima de interfaces de red,Direcciones IPv4 por interfaz,Direcciones IPv6 por interfaz,Compatibilidad con IPv6,Estrategias de grupos de ubicación admitidas,GPU,FPGA,Compatibilidad con la recuperación automática,Tipos de dispositivos raíz admitidas,Compatibilidad con los alojamientos dedicados,Compatibilidad con la hibernación bajo demanda,Compatibilidad con el rendimiento ampliable en ráfagas,Generación actual,Compatibilidad con ENA Express,Bajo demanda Linux precios,Bajo demanda Windows precios,Bajo demanda SUSE precios,Bajo demanda RHEL precios
i3.8xlarge,i3,8xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.3,244,7600,verdadero,ssd,4,supported,default,10 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,2.896 USD por hora,4.368 USD por hora,2.996 USD por hora,3.026 USD por hora
i3.16xlarge,i3,16xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,488,15200,verdadero,ssd,8,supported,default,25 Gigabit,supported,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,5.792 USD por hora,8.736 USD por hora,5.892 USD por hora,5.922 USD por hora
i3.metal,i3,metal,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,verdadero,,72,x86_64,36,-,2,-,2.3,512,15200,verdadero,ssd,8,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,5.792 USD por hora,8.736 USD por hora,5.892 USD por hora,5.922 USD por hora
i3en.large,i3en,large,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.1,16,1250,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.263 USD por hora,0.355 USD por hora,0.319 USD por hora,0.323 USD por hora
i3en.xlarge,i3en,xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,2500,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.526 USD por hora,0.71 USD por hora,0.582 USD por hora,0.586 USD por hora
i3en.2xlarge,i3en,2xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,5000,verdadero,ssd,2,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,1.052 USD por hora,1.42 USD por hora,1.177 USD por hora,1.182 USD por hora
i3en.3xlarge,i3en,3xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,12,x86_64,6,"2,4,6",2,"1,2",3.1,96,7500,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,1.578 USD por hora,2.13 USD por hora,1.703 USD por hora,1.708 USD por hora
i3en.6xlarge,i3en,6xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",3.1,192,15000,verdadero,ssd,2,supported,default,25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,3.156 USD por hora,4.26 USD por hora,3.281 USD por hora,3.286 USD por hora
i3en.12xlarge,i3en,12xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,30000,verdadero,ssd,4,supported,default,50 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,6.312 USD por hora,8.52 USD por hora,6.437 USD por hora,6.442 USD por hora
i3en.24xlarge,i3en,24xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,60000,verdadero,ssd,8,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,12.624 USD por hora,17.04 USD por hora,12.749 USD por hora,12.754 USD por hora
i3en.metal,i3en,metal,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,verdadero,,96,x86_64,48,-,2,-,3.1,768,60000,verdadero,ssd,8,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,12.624 USD por hora,17.04 USD por hora,12.749 USD por hora,12.754 USD por hora
i4i.large,i4i,large,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.5,16,468,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.199 USD por hora,0.291 USD por hora,0.255 USD por hora,0.259 USD por hora
i4i.xlarge,i4i,xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,937,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.398 USD por hora,0.582 USD por hora,0.455 USD por hora,0.458 USD por hora
i4i.2xlarge,i4i,2xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,64,1875,verdadero,ssd,1,supported,default,Up to 12 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.796 USD por hora,1.164 USD por hora,0.921 USD por hora,0.926 USD por hora
i4i.4xlarge,i4i,4xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.5,128,3750,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,1.593 USD por hora,2.329 USD por hora,1.718 USD por hora,1.723 USD por hora
i4i.8xlarge,i4i,8xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.5,256,7500,verdadero,ssd,2,supported,default,18.75 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,3.186 USD por hora,4.658 USD por hora,3.311 USD por hora,3.316 USD por hora
i4i.12xlarge,i4i,12xlarge,"eu-west-2a, eu-west-2c",falso,falso,falso,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,384,11250,verdadero,ssd,3,supported,default,28.12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,true,4.778 USD por hora,6.986 USD por hora,4.903 USD por hora,4.908 USD por hora
i4i.16xlarge,i4i,16xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,15000,verdadero,ssd,4,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,6.371 USD por hora,9.315 USD por hora,6.496 USD por hora,6.501 USD por hora
i4i.24xlarge,i4i,24xlarge,"eu-west-2a, eu-west-2c",falso,falso,falso,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,22500,verdadero,ssd,6,supported,default,56.25 Gigabit,required,15,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,true,9.5568 USD por hora,13.9728 USD por hora,9.6818 USD por hora,9.6868 USD por hora
i4i.32xlarge,i4i,32xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,30000,verdadero,ssd,8,supported,default,75 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,12.7424 USD por hora,18.6304 USD por hora,12.8674 USD por hora,12.8724 USD por hora
i4i.metal,i4i,metal,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,verdadero,,128,x86_64,64,-,2,-,3.5,1024,30000,verdadero,ssd,8,supported,default,75 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,12.742 USD por hora,18.63 USD por hora,12.867 USD por hora,12.872 USD por hora
im4gn.large,im4gn,large,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.5,8,937,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.21105 USD por hora,,0.26735 USD por hora,0.27105 USD por hora
im4gn.xlarge,im4gn,xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,1875,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.42209 USD por hora,,0.47839 USD por hora,0.48209 USD por hora
im4gn.2xlarge,im4gn,2xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,3750,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.84418 USD por hora,,0.96918 USD por hora,0.97418 USD por hora
im4gn.4xlarge,im4gn,4xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,7500,verdadero,ssd,1,supported,default,25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,1.68837 USD por hora,,1.81337 USD por hora,1.81837 USD por hora
im4gn.8xlarge,im4gn,8xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,15000,verdadero,ssd,2,supported,default,50 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,3.37674 USD por hora,,3.50174 USD por hora,3.50674 USD por hora
im4gn.16xlarge,im4gn,16xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,30000,verdadero,ssd,4,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,6.75347 USD por hora,,6.87847 USD por hora,6.88347 USD por hora
inf1.xlarge,inf1,xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",2.5,8,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,false,0.267 USD por hora,,0.324 USD por hora,0.327 USD por hora
inf1.2xlarge,inf1,2xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,16,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,false,0.424 USD por hora,,0.549 USD por hora,0.554 USD por hora
inf1.6xlarge,inf1,6xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",2.5,48,-,-,-,-,supported,default,25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,false,1.382 USD por hora,,1.507 USD por hora,1.512 USD por hora
inf1.24xlarge,inf1,24xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",2.5,192,-,-,-,-,supported,default,100 Gigabit,required,11,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,5.53 USD por hora,,5.655 USD por hora,5.66 USD por hora
is4gen.medium,is4gen,medium,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,1,arm64,1,1,1,1,2.5,6,937,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,2,4,4,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,0.16766 USD por hora,,0.22396 USD por hora,0.22766 USD por hora
is4gen.large,is4gen,large,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.5,12,1875,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,0.33533 USD por hora,,0.39163 USD por hora,0.39533 USD por hora
is4gen.xlarge,is4gen,xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,24,3750,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,0.67065 USD por hora,,0.72695 USD por hora,0.73065 USD por hora
is4gen.2xlarge,is4gen,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,48,7500,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,1.3413 USD por hora,,1.4663 USD por hora,1.4713 USD por hora
is4gen.4xlarge,is4gen,4xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,96,15000,verdadero,ssd,2,supported,default,25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,2.68261 USD por hora,,2.80761 USD por hora,2.81261 USD por hora
is4gen.8xlarge,is4gen,8xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,192,30000,verdadero,ssd,4,supported,default,50 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,5.36522 USD por hora,,5.49022 USD por hora,5.49522 USD por hora
m4.large,m4,large,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,xen,2,x86_64,1,1,2,"1,2",2.4,8,-,-,-,-,supported,default,Moderate,unsupported,2,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,falso,false,0.116 USD por hora,0.208 USD por hora,0.216 USD por hora,0.176 USD por hora
m4.xlarge,m4,xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,xen,4,x86_64,2,"1,2",2,"1,2",2.4,16,-,-,-,-,supported,default,High,unsupported,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,falso,false,0.232 USD por hora,0.416 USD por hora,0.332 USD por hora,0.292 USD por hora
m4.2xlarge,m4,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.4,32,-,-,-,-,supported,default,High,unsupported,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,falso,false,0.464 USD por hora,0.832 USD por hora,0.564 USD por hora,0.594 USD por hora
m4.4xlarge,m4,4xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.4,64,-,-,-,-,supported,default,High,unsupported,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,falso,false,0.928 USD por hora,1.664 USD por hora,1.028 USD por hora,1.058 USD por hora
m4.10xlarge,m4,10xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,xen,40,x86_64,20,"2,4,6,8,10,12,14,16,18,20",2,"1,2",2.4,160,-,-,-,-,supported,default,10 Gigabit,unsupported,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,falso,false,2.32 USD por hora,4.16 USD por hora,2.42 USD por hora,2.45 USD por hora
m4.16xlarge,m4,16xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,256,-,-,-,-,supported,default,25 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,falso,false,3.712 USD por hora,6.656 USD por hora,3.812 USD por hora,3.842 USD por hora
m5.large,m5,large,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.1,8,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.111 USD por hora,0.203 USD por hora,0.167 USD por hora,0.171 USD por hora
m5.xlarge,m5,xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.222 USD por hora,0.406 USD por hora,0.278 USD por hora,0.282 USD por hora
m5.2xlarge,m5,2xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.444 USD por hora,0.812 USD por hora,0.544 USD por hora,0.574 USD por hora
m5.4xlarge,m5,4xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.888 USD por hora,1.624 USD por hora,0.988 USD por hora,1.018 USD por hora
m5.8xlarge,m5,8xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,128,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,1.776 USD por hora,3.248 USD por hora,1.876 USD por hora,1.906 USD por hora
m5.12xlarge,m5,12xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,192,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.664 USD por hora,4.872 USD por hora,2.764 USD por hora,2.794 USD por hora
m5.16xlarge,m5,16xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,256,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,3.552 USD por hora,6.496 USD por hora,3.652 USD por hora,3.682 USD por hora
m5.24xlarge,m5,24xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,384,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,5.328 USD por hora,9.744 USD por hora,5.428 USD por hora,5.458 USD por hora
m5.metal,m5,metal,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,verdadero,,96,x86_64,48,-,2,-,3.1,384,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,5.328 USD por hora,9.744 USD por hora,5.428 USD por hora,5.458 USD por hora
m5a.large,m5a,large,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",2.5,8,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.1 USD por hora,0.192 USD por hora,0.156 USD por hora,0.16 USD por hora
m5a.xlarge,m5a,xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.2 USD por hora,0.384 USD por hora,0.256 USD por hora,0.26 USD por hora
m5a.2xlarge,m5a,2xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.4 USD por hora,0.768 USD por hora,0.525 USD por hora,0.53 USD por hora
m5a.4xlarge,m5a,4xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,0.8 USD por hora,1.536 USD por hora,0.925 USD por hora,0.93 USD por hora
m5a.8xlarge,m5a,8xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,verdadero,-,verdadero,false,1.6 USD por hora,3.072 USD por hora,1.725 USD por hora,1.73 USD por hora
m5a.12xlarge,m5a,12xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.5,192,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,false,2.4 USD por hora,4.608 USD por hora,2.525 USD por hora,2.53 USD por hora
m5a.16xlarge,m5a,16xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,256,-,-,-,-,supported,default,12 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,false,3.2 USD por hora,6.144 USD por hora,3.325 USD por hora,3.33 USD por hora
m5a.24xlarge,m5a,24xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.5,384,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,false,4.8 USD por hora,9.216 USD por hora,4.925 USD por hora,4.93 USD por hora
m5ad.large,m5ad,large,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",2.2,8,75,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,-,verdadero,-,verdadero,false,0.12 USD por hora,0.212 USD por hora,0.176 USD por hora,0.18 USD por hora
m5ad.xlarge,m5ad,xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",2.2,16,150,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,-,verdadero,-,verdadero,false,0.24 USD por hora,0.424 USD por hora,0.296 USD por hora,0.3 USD por hora
m5ad.2xlarge,m5ad,2xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,32,300,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,-,verdadero,-,verdadero,false,0.48 USD por hora,0.848 USD por hora,0.605 USD por hora,0.61 USD por hora
